[2022-02-07 06:53:02,632] INFO       Loading Config Data
[2022-02-07 16:44:43,536] DEBUG      Found Match: SAVE_AND_EXIT_NO_HIGHLIGHT (93.2% confidence)
[2022-02-07 16:44:46,181] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-07 16:44:47,709] INFO       End game. Elapsed time: 106.72s
[2022-02-07 16:44:47,948] INFO       Starting game #337
[2022-02-07 16:44:47,948] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK', 'A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-07 16:44:48,913] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-07 16:44:48,914] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK']
[2022-02-07 16:44:48,940] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-07 16:44:48,940] DEBUG      Wait for Play button
[2022-02-07 16:44:48,957] DEBUG      Found Play Btn
[2022-02-07 16:44:49,484] DEBUG      Waiting for templates: ['LOADING', 'HELL_BTN']
[2022-02-07 16:44:49,548] DEBUG      Found Match: HELL_BTN (100.0% confidence)
[2022-02-07 16:44:52,056] DEBUG      Waiting for templates: ['A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-07 16:44:59,829] DEBUG      Found Match: A3_TOWN_1 (79.4% confidence)
[2022-02-07 16:44:59,830] INFO       Capabilities: CharacterCapabilities(can_teleport_natively=False, can_teleport_with_charges=False)
[2022-02-07 16:45:00,159] INFO       Health Manager is now pausing
[2022-02-07 16:45:00,596] DEBUG      Will pickup: {'rejuv': 0, 'health': 4, 'mana': 1}
[2022-02-07 16:45:00,615] INFO       Buy pots at next possible Vendor
[2022-02-07 16:45:00,616] DEBUG      Traverse from a3_town_start to a3_ormus
[2022-02-07 16:45:09,294] DEBUG      Waiting for templates: ['SUPER_HEALING_POTION']
[2022-02-07 16:45:09,319] DEBUG      Found Match: SUPER_HEALING_POTION (99.4% confidence)
[2022-02-07 16:45:13,224] DEBUG      Waiting for templates: ['SUPER_MANA_POTION']
[2022-02-07 16:45:13,257] DEBUG      Found Match: SUPER_MANA_POTION (99.4% confidence)
[2022-02-07 16:45:15,877] DEBUG      Will pickup: {'rejuv': 0, 'health': 0, 'mana': 0}
[2022-02-07 16:45:15,914] INFO       Run Trav
[2022-02-07 16:45:15,914] DEBUG      Traverse from a3_ormus to a3_stash_wp
[2022-02-07 16:45:19,781] DEBUG      Select A3_WP (93.5% confidence)
[2022-02-07 16:45:24,888] DEBUG      Waiting for templates: ['TRAV_0', 'TRAV_1', 'TRAV_20']
[2022-02-07 16:45:24,956] INFO       Health Manager is now active
[2022-02-07 16:45:24,977] DEBUG      Found Match: TRAV_0 (99.9% confidence)
[2022-02-07 16:45:27,751] DEBUG      Traverse from a3_trav_start to a3_trav_center_stairs
[2022-02-07 16:45:35,846] DEBUG      Traverse: [228, 229]
[2022-02-07 16:45:48,359] DEBUG      Drink mana potion in slot 2. HP: 82.6%, Mana: 46.1%
[2022-02-07 16:45:52,129] DEBUG      Drink health potion in slot 1. HP: 79.2%, Mana: 82.3%
[2022-02-07 16:45:59,493] DEBUG      Took a screenshot of current loot
[2022-02-07 16:46:02,154] DEBUG      Traverse: [230]
[2022-02-07 16:46:03,365] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-07 16:46:03,392] DEBUG      Found Match: SAVE_AND_EXIT_NO_HIGHLIGHT (93.2% confidence)
[2022-02-07 16:46:06,071] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-07 16:46:07,583] INFO       End game. Elapsed time: 79.63s
[2022-02-07 16:46:07,822] INFO       Starting game #338
[2022-02-07 16:46:07,823] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK', 'A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-07 16:46:08,826] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-07 16:46:08,826] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK']
[2022-02-07 16:46:08,846] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-07 16:46:08,847] DEBUG      Wait for Play button
[2022-02-07 16:46:08,864] DEBUG      Found Play Btn
[2022-02-07 16:46:09,293] DEBUG      Waiting for templates: ['LOADING', 'HELL_BTN']
[2022-02-07 16:46:09,386] DEBUG      Found Match: HELL_BTN (100.0% confidence)
[2022-02-07 16:46:11,850] DEBUG      Waiting for templates: ['A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-07 16:46:19,659] DEBUG      Found Match: A3_TOWN_1 (80.5% confidence)
[2022-02-07 16:46:19,660] INFO       Capabilities: CharacterCapabilities(can_teleport_natively=False, can_teleport_with_charges=False)
[2022-02-07 16:46:19,721] INFO       Health Manager is now pausing
[2022-02-07 16:46:20,411] DEBUG      Will pickup: {'rejuv': 0, 'health': 1, 'mana': 0}
[2022-02-07 16:46:20,473] INFO       Run Trav
[2022-02-07 16:46:20,474] DEBUG      Traverse from a3_town_start to a3_stash_wp
[2022-02-07 16:46:28,143] DEBUG      Select A3_WP (91.1% confidence)
[2022-02-07 16:46:33,568] DEBUG      Waiting for templates: ['TRAV_0', 'TRAV_1', 'TRAV_20']
[2022-02-07 16:46:33,654] DEBUG      Found Match: TRAV_0 (99.9% confidence)
[2022-02-07 16:46:33,906] INFO       Health Manager is now active
[2022-02-07 16:46:36,339] DEBUG      Traverse from a3_trav_start to a3_trav_center_stairs
[2022-02-07 16:46:44,727] DEBUG      Traverse: [228, 229]
[2022-02-07 16:46:51,199] DEBUG      Drink health potion in slot 1. HP: 79.1%, Mana: 81.2%
[2022-02-07 16:46:57,588] DEBUG      Drink mana potion in slot 2. HP: 89.8%, Mana: 48.5%
[2022-02-07 16:47:08,157] DEBUG      Took a screenshot of current loot
[2022-02-07 16:47:10,861] DEBUG      Traverse: [230]
[2022-02-07 16:47:11,895] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-07 16:47:11,921] DEBUG      Found Match: SAVE_AND_EXIT_NO_HIGHLIGHT (93.1% confidence)
[2022-02-07 16:47:14,330] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-07 16:47:16,834] INFO       End game. Elapsed time: 69.01s
[2022-02-07 16:47:17,203] INFO       Starting game #339
[2022-02-07 16:47:17,204] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK', 'A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-07 16:47:18,217] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-07 16:47:18,218] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK']
[2022-02-07 16:47:18,242] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-07 16:47:18,243] DEBUG      Wait for Play button
[2022-02-07 16:47:18,277] DEBUG      Found Play Btn
[2022-02-07 16:47:18,816] DEBUG      Waiting for templates: ['LOADING', 'HELL_BTN']
[2022-02-07 16:47:18,884] DEBUG      Found Match: HELL_BTN (100.0% confidence)
[2022-02-07 16:47:21,428] DEBUG      Waiting for templates: ['A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-07 16:47:27,519] DEBUG      Found Match: A3_TOWN_1 (80.3% confidence)
[2022-02-07 16:47:27,520] INFO       Capabilities: CharacterCapabilities(can_teleport_natively=False, can_teleport_with_charges=False)
[2022-02-07 16:47:27,687] INFO       Health Manager is now pausing
[2022-02-07 16:47:28,282] DEBUG      Will pickup: {'rejuv': 0, 'health': 2, 'mana': 0}
[2022-02-07 16:47:28,334] INFO       Run Trav
[2022-02-07 16:47:28,334] DEBUG      Traverse from a3_town_start to a3_stash_wp
[2022-02-07 16:47:36,191] DEBUG      Select A3_WP (91.8% confidence)
[2022-02-07 16:47:40,978] DEBUG      Waiting for templates: ['TRAV_0', 'TRAV_1', 'TRAV_20']
[2022-02-07 16:47:41,067] DEBUG      Found Match: TRAV_0 (99.9% confidence)
[2022-02-07 16:47:41,367] INFO       Health Manager is now active
[2022-02-07 16:47:43,863] DEBUG      Traverse from a3_trav_start to a3_trav_center_stairs
[2022-02-07 16:47:52,100] DEBUG      Traverse: [228, 229]
[2022-02-07 16:48:03,948] DEBUG      Drink health potion in slot 1. HP: 75.2%, Mana: 50.8%
[2022-02-07 16:48:04,765] DEBUG      Drink mana potion in slot 2. HP: 77.8%, Mana: 45.5%
[2022-02-07 16:48:15,066] DEBUG      Took a screenshot of current loot
[2022-02-07 16:48:18,955] DEBUG      Traverse: [230]
[2022-02-07 16:48:20,088] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-07 16:48:20,118] DEBUG      Found Match: SAVE_AND_EXIT_NO_HIGHLIGHT (93.1% confidence)
[2022-02-07 16:48:22,901] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-07 16:48:24,405] INFO       End game. Elapsed time: 67.20s
[2022-02-07 16:48:24,857] INFO       Starting game #340
[2022-02-07 16:48:24,858] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK', 'A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-07 16:48:25,865] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-07 16:48:25,866] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK']
[2022-02-07 16:48:25,886] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-07 16:48:25,887] DEBUG      Wait for Play button
[2022-02-07 16:48:25,904] DEBUG      Found Play Btn
[2022-02-07 16:48:26,332] DEBUG      Waiting for templates: ['LOADING', 'HELL_BTN']
[2022-02-07 16:48:26,393] DEBUG      Found Match: HELL_BTN (100.0% confidence)
[2022-02-07 16:48:28,907] DEBUG      Waiting for templates: ['A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-07 16:48:36,656] DEBUG      Found Match: A3_TOWN_1 (80.3% confidence)
[2022-02-07 16:48:36,657] INFO       Capabilities: CharacterCapabilities(can_teleport_natively=False, can_teleport_with_charges=False)
[2022-02-07 16:48:36,684] INFO       Health Manager is now pausing
[2022-02-07 16:48:37,420] DEBUG      Will pickup: {'rejuv': 0, 'health': 2, 'mana': 0}
[2022-02-07 16:48:37,481] INFO       Run Trav
[2022-02-07 16:48:37,481] DEBUG      Traverse from a3_town_start to a3_stash_wp
[2022-02-07 16:48:45,084] DEBUG      Select A3_WP (92.8% confidence)
[2022-02-07 16:48:50,590] DEBUG      Waiting for templates: ['TRAV_0', 'TRAV_1', 'TRAV_20']
[2022-02-07 16:48:50,678] DEBUG      Found Match: TRAV_0 (99.9% confidence)
[2022-02-07 16:48:50,827] INFO       Health Manager is now active
[2022-02-07 16:48:53,371] DEBUG      Traverse from a3_trav_start to a3_trav_center_stairs
[2022-02-07 16:49:01,544] DEBUG      Traverse: [228, 229]
[2022-02-07 16:49:13,979] DEBUG      Drink mana potion in slot 2. HP: 94.2%, Mana: 48.8%
[2022-02-07 16:49:24,730] DEBUG      Took a screenshot of current loot
[2022-02-07 16:49:30,918] DEBUG      Traverse: [230]
[2022-02-07 16:49:31,361] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-07 16:49:31,381] DEBUG      Found Match: SAVE_AND_EXIT_NO_HIGHLIGHT (100.0% confidence)
[2022-02-07 16:49:34,076] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-07 16:49:35,588] INFO       End game. Elapsed time: 70.73s
[2022-02-07 16:49:36,561] INFO       Starting game #341
[2022-02-07 16:49:36,561] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK', 'A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-07 16:49:37,573] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-07 16:49:37,574] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK']
[2022-02-07 16:49:37,602] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-07 16:49:37,602] DEBUG      Wait for Play button
[2022-02-07 16:49:37,622] DEBUG      Found Play Btn
[2022-02-07 16:49:37,986] DEBUG      Waiting for templates: ['LOADING', 'HELL_BTN']
[2022-02-07 16:49:38,078] DEBUG      Found Match: HELL_BTN (100.0% confidence)
[2022-02-07 16:49:40,682] DEBUG      Waiting for templates: ['A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-07 16:49:46,879] DEBUG      Found Match: A3_TOWN_1 (80.2% confidence)
[2022-02-07 16:49:46,880] INFO       Capabilities: CharacterCapabilities(can_teleport_natively=False, can_teleport_with_charges=False)
[2022-02-07 16:49:47,034] INFO       Health Manager is now pausing
[2022-02-07 16:49:47,640] DEBUG      Will pickup: {'rejuv': 0, 'health': 1, 'mana': 0}
[2022-02-07 16:49:49,406] INFO       Stashing items
[2022-02-07 16:49:49,406] DEBUG      Traverse from a3_town_start to a3_stash_wp
[2022-02-07 16:49:56,813] DEBUG      Select A3_STASH (77.7% confidence)
[2022-02-07 16:49:58,641] DEBUG      Searching for inventory gold btn...
[2022-02-07 16:49:58,812] DEBUG      Waiting for templates: ['INVENTORY_GOLD_BTN']
[2022-02-07 16:49:58,840] DEBUG      Found Match: INVENTORY_GOLD_BTN (100.0% confidence)
[2022-02-07 16:49:58,840] DEBUG      Found inventory gold btn
[2022-02-07 16:49:58,852] DEBUG      Skipping gold stashing
[2022-02-07 16:50:04,891] DEBUG      Check if stash is full
[2022-02-07 16:50:05,643] DEBUG      Done stashing
[2022-02-07 16:50:06,060] INFO       Running transmutes
[2022-02-07 16:50:06,060] DEBUG      Waiting for templates: ['INVENTORY_GOLD_BTN']
[2022-02-07 16:50:06,079] DEBUG      Found Match: INVENTORY_GOLD_BTN (100.0% confidence)
[2022-02-07 16:50:06,080] INFO       Skipping transmutes. Force: False, Game#: 341
[2022-02-07 16:50:07,129] INFO       Run Trav
[2022-02-07 16:50:07,129] DEBUG      Traverse from a3_stash_wp to a3_stash_wp
[2022-02-07 16:50:07,977] DEBUG      Select A3_WP (89.8% confidence)
[2022-02-07 16:50:13,599] DEBUG      Waiting for templates: ['TRAV_0', 'TRAV_1', 'TRAV_20']
[2022-02-07 16:50:13,694] DEBUG      Found Match: TRAV_0 (99.9% confidence)
[2022-02-07 16:50:13,899] INFO       Health Manager is now active
[2022-02-07 16:50:16,439] DEBUG      Traverse from a3_trav_start to a3_trav_center_stairs
[2022-02-07 16:50:24,920] DEBUG      Traverse: [228, 229]
[2022-02-07 16:50:38,606] DEBUG      Drink mana potion in slot 2. HP: 80.2%, Mana: 47.2%
[2022-02-07 16:50:39,390] DEBUG      Drink health potion in slot 1. HP: 79.2%, Mana: 83.6%
[2022-02-07 16:50:48,289] DEBUG      Took a screenshot of current loot
[2022-02-07 16:50:50,961] DEBUG      Traverse: [230]
[2022-02-07 16:50:52,088] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-07 16:50:52,104] DEBUG      Found Match: SAVE_AND_EXIT_NO_HIGHLIGHT (93.1% confidence)
[2022-02-07 16:50:54,529] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-07 16:50:57,981] INFO       End game. Elapsed time: 81.42s
[2022-02-07 16:50:58,388] INFO       Starting game #342
[2022-02-07 16:50:58,389] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK', 'A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-07 16:50:59,349] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-07 16:50:59,350] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK']
[2022-02-07 16:50:59,376] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-07 16:50:59,377] DEBUG      Wait for Play button
[2022-02-07 16:50:59,408] DEBUG      Found Play Btn
[2022-02-07 16:50:59,923] DEBUG      Waiting for templates: ['LOADING', 'HELL_BTN']
[2022-02-07 16:51:00,017] DEBUG      Found Match: HELL_BTN (100.0% confidence)
[2022-02-07 16:51:02,650] DEBUG      Waiting for templates: ['A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-07 16:51:10,413] DEBUG      Found Match: A3_TOWN_1 (80.2% confidence)
[2022-02-07 16:51:10,414] INFO       Capabilities: CharacterCapabilities(can_teleport_natively=False, can_teleport_with_charges=False)
[2022-02-07 16:51:10,698] INFO       Health Manager is now pausing
[2022-02-07 16:51:11,166] DEBUG      Will pickup: {'rejuv': 0, 'health': 2, 'mana': 0}
[2022-02-07 16:51:11,220] INFO       Run Trav
[2022-02-07 16:51:11,221] DEBUG      Traverse from a3_town_start to a3_stash_wp
[2022-02-07 16:51:18,890] DEBUG      Select A3_WP (90.1% confidence)
[2022-02-07 16:51:24,414] DEBUG      Waiting for templates: ['TRAV_0', 'TRAV_1', 'TRAV_20']
[2022-02-07 16:51:24,505] DEBUG      Found Match: TRAV_0 (99.9% confidence)
[2022-02-07 16:51:24,913] INFO       Health Manager is now active
[2022-02-07 16:51:27,206] DEBUG      Traverse from a3_trav_start to a3_trav_center_stairs
[2022-02-07 16:51:35,318] DEBUG      Traverse: [228, 229]
[2022-02-07 16:51:47,751] DEBUG      Drink mana potion in slot 2. HP: 87.6%, Mana: 48.5%
[2022-02-07 16:51:58,253] DEBUG      Took a screenshot of current loot
[2022-02-07 16:52:02,272] DEBUG      Traverse: [230]
[2022-02-07 16:52:03,547] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-07 16:52:03,569] DEBUG      Found Match: SAVE_AND_EXIT_NO_HIGHLIGHT (100.0% confidence)
[2022-02-07 16:52:05,918] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-07 16:52:07,926] INFO       End game. Elapsed time: 69.54s
[2022-02-07 16:52:08,351] INFO       Starting game #343
[2022-02-07 16:52:08,352] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK', 'A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-07 16:52:09,344] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-07 16:52:09,346] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK']
[2022-02-07 16:52:09,373] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-07 16:52:09,374] DEBUG      Wait for Play button
[2022-02-07 16:52:09,390] DEBUG      Found Play Btn
[2022-02-07 16:52:09,746] DEBUG      Waiting for templates: ['LOADING', 'HELL_BTN']
[2022-02-07 16:52:09,814] DEBUG      Found Match: HELL_BTN (100.0% confidence)
[2022-02-07 16:52:12,354] DEBUG      Waiting for templates: ['A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-07 16:52:18,507] DEBUG      Found Match: A3_TOWN_1 (80.2% confidence)
[2022-02-07 16:52:18,508] INFO       Capabilities: CharacterCapabilities(can_teleport_natively=False, can_teleport_with_charges=False)
[2022-02-07 16:52:18,600] INFO       Health Manager is now pausing
[2022-02-07 16:52:19,274] DEBUG      Will pickup: {'rejuv': 0, 'health': 1, 'mana': 0}
[2022-02-07 16:52:19,333] INFO       Run Trav
[2022-02-07 16:52:19,333] DEBUG      Traverse from a3_town_start to a3_stash_wp
[2022-02-07 16:52:27,018] DEBUG      Select A3_WP (92.2% confidence)
[2022-02-07 16:52:31,958] DEBUG      Waiting for templates: ['TRAV_0', 'TRAV_1', 'TRAV_20']
[2022-02-07 16:52:32,045] DEBUG      Found Match: TRAV_0 (99.9% confidence)
[2022-02-07 16:52:32,267] INFO       Health Manager is now active
[2022-02-07 16:52:34,708] DEBUG      Traverse from a3_trav_start to a3_trav_center_stairs
[2022-02-07 16:52:42,901] DEBUG      Traverse: [228, 229]
[2022-02-07 16:52:55,296] DEBUG      Drink mana potion in slot 2. HP: 88.1%, Mana: 49.4%
[2022-02-07 16:52:57,648] DEBUG      Drink health potion in slot 1. HP: 79.2%, Mana: 79.9%
[2022-02-07 16:53:05,985] DEBUG      Took a screenshot of current loot
[2022-02-07 16:53:07,331] DEBUG      Traverse: [230]
[2022-02-07 16:53:08,401] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-07 16:53:08,443] DEBUG      Found Match: SAVE_AND_EXIT_NO_HIGHLIGHT (93.1% confidence)
[2022-02-07 16:53:11,130] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-07 16:53:12,636] INFO       End game. Elapsed time: 64.28s
[2022-02-07 16:53:12,984] INFO       Starting game #344
[2022-02-07 16:53:12,985] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK', 'A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-07 16:53:14,000] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-07 16:53:14,001] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK']
[2022-02-07 16:53:14,014] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-07 16:53:14,015] DEBUG      Wait for Play button
[2022-02-07 16:53:14,031] DEBUG      Found Play Btn
[2022-02-07 16:53:14,468] DEBUG      Waiting for templates: ['LOADING', 'HELL_BTN']
[2022-02-07 16:53:14,556] DEBUG      Found Match: HELL_BTN (100.0% confidence)
[2022-02-07 16:53:17,088] DEBUG      Waiting for templates: ['A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-07 16:53:24,863] DEBUG      Found Match: A3_TOWN_1 (80.6% confidence)
[2022-02-07 16:53:24,864] INFO       Capabilities: CharacterCapabilities(can_teleport_natively=False, can_teleport_with_charges=False)
[2022-02-07 16:53:25,021] INFO       Health Manager is now pausing
[2022-02-07 16:53:25,617] DEBUG      Will pickup: {'rejuv': 0, 'health': 2, 'mana': 1}
[2022-02-07 16:53:25,675] INFO       Run Trav
[2022-02-07 16:53:25,675] DEBUG      Traverse from a3_town_start to a3_stash_wp
[2022-02-07 16:53:33,432] DEBUG      Select A3_WP (91.5% confidence)
[2022-02-07 16:53:38,402] DEBUG      Waiting for templates: ['TRAV_0', 'TRAV_1', 'TRAV_20']
[2022-02-07 16:53:38,488] DEBUG      Found Match: TRAV_0 (99.9% confidence)
[2022-02-07 16:53:38,709] INFO       Health Manager is now active
[2022-02-07 16:53:41,252] DEBUG      Traverse from a3_trav_start to a3_trav_center_stairs
[2022-02-07 16:53:49,759] DEBUG      Traverse: [228, 229]
